Life saving,kindness,Lineal,https://cdn-icons-png.flaticon.com/512/6894/6894474.png,"life saving,life buoy,life saver,lifeguard,help,float,save,security,boat"
Environmental protection,kindness,Lineal,https://cdn-icons-png.flaticon.com/512/6894/6894407.png,"environmental protection,save the planet,Environmental,ecology and environment,ecology,global,hand,world,earth"
Gluten free,bread,Lineal,https://cdn-icons-png.flaticon.com/512/6892/6892163.png,"gluten free,not allowed,signaling,grain,prohibition,forbidden,sign"
Butter,bread,Lineal,https://cdn-icons-png.flaticon.com/512/6892/6892284.png,"diary product,food and restaurant,Butter,milk"
Rice bread,bread,Lineal,https://cdn-icons-png.flaticon.com/512/6892/6892257.png,"rice bread,food and restaurant,bakery,meal,loaf,bread,food"
Brioche,bread,Lineal,https://cdn-icons-png.flaticon.com/512/6892/6892173.png,"brioche,food and restaurant,homemade,bakery,wheat,breakfast,sweet,loaf,bread"
Focaccia,bread,Lineal,https://cdn-icons-png.flaticon.com/512/6892/6892220.png,"focaccia,food and restaurant,gastronomy,italian food,nutrition"
Coffee pods,cafe,Lineal,https://cdn-icons-png.flaticon.com/512/6891/6891764.png,"coffee capsule,coffee machine,food and restaurant"
Coffee bag,cafe,Lineal,https://cdn-icons-png.flaticon.com/512/6891/6891637.png,"jute,coffee bag,coffee seed,food and restaurant,coffee bean,sack"
Milk,cafe,Lineal,https://cdn-icons-png.flaticon.com/512/6891/6891718.png,"frothing,food and restaurant,jug,coffee shop,milk"
Pod,cafe,Lineal,https://cdn-icons-png.flaticon.com/512/6891/6891818.png,"creamer,pod,food and restaurant,liquid,coffee"
Mason jar,cafe,Lineal,https://cdn-icons-png.flaticon.com/512/6891/6891734.png,"mason jar,glassware,food and restaurant,kitchenware,glass"
Jelly,desserts and candies,Lineal,https://cdn-icons-png.flaticon.com/512/6891/6891471.png,"food and restaurant,pudding,jelly,sweets,dessert,snack"
Butter cookie,desserts and candies,Lineal,https://cdn-icons-png.flaticon.com/512/6891/6891519.png,"butter cookie,food and restaurant,biscuits,dessert,sweet,food"
Ice cream,desserts and candies,Lineal,https://cdn-icons-png.flaticon.com/512/6891/6891467.png,"food and restaurant,popsicle,ice cream,summer,sweet,food"
Pudding,desserts and candies,Lineal,https://cdn-icons-png.flaticon.com/512/6891/6891475.png,"food and restaurant,pudding,dessert,cherry,chocolate,glass,cream,sweet,food"
Trunk,desserts and candies,Lineal,https://cdn-icons-png.flaticon.com/512/6891/6891479.png,"food and restaurant,dessert,trunk,sweet,food"
Fruit of life,sacred geometry,Lineal,https://cdn-icons-png.flaticon.com/512/6890/6890633.png,"shapes and symbols,mystical,esoteric,sacred,geometry,shape"
Square,sacred geometry,Lineal,https://cdn-icons-png.flaticon.com/512/6890/6890642.png,"shapes and symbols,mystical,esoteric,sacred,geometry,shape,square"
Overlapping,sacred geometry,Lineal,https://cdn-icons-png.flaticon.com/512/6890/6890653.png,"shapes and symbols,mystical,esoteric,overlapping,sacred,geometry,shape"
Triangle in circle,sacred geometry,Lineal,https://cdn-icons-png.flaticon.com/512/6890/6890662.png,"triangle in circle,shapes and symbols,mystical,esoteric,sacred,geometry,shape"
Squares,sacred geometry,Lineal,https://cdn-icons-png.flaticon.com/512/6890/6890670.png,"shapes and symbols,mystical,esoteric,sacred,geometry,squares,shape"
Brain,cyberpunk,Lineal,https://cdn-icons-png.flaticon.com/512/6887/6887904.png,"artificial intelligence,bionic,miscellaneous,robotics,brain,electronics,science,technology"
Hologram,cyberpunk,Lineal,https://cdn-icons-png.flaticon.com/512/6887/6887927.png,"Science fiction,3d hologram,reconstruction,hologram,futurist,robotics,assistance,electronics,computer"
Gun,cyberpunk,Lineal,https://cdn-icons-png.flaticon.com/512/6888/6888001.png,"vr,ar,miscellaneous,gaming,electronics,universe,galaxy,gun,weapon,war,space,game"
World,cyberpunk,Lineal,https://cdn-icons-png.flaticon.com/512/6887/6887987.png,"cyberspace,vr,ar,augmented reality,virtual reality,miscellaneous,virtual,electronics,digital,world,globe"
Dna,cyberpunk,Lineal,https://cdn-icons-png.flaticon.com/512/6887/6887993.png,"healthcare and medical,dna structure,swap,genetics,biology,dna,education,science,medical"
Kind,human mind,Lineal,https://cdn-icons-png.flaticon.com/512/6881/6881935.png,"kind,human mind,psychology,miscellaneous,mental,head,heart,love"
Working,human mind,Lineal,https://cdn-icons-png.flaticon.com/512/6882/6882027.png,"psychology,human mind,miscellaneous,mental,working,head,gym"
Alert,human mind,Lineal,https://cdn-icons-png.flaticon.com/512/6881/6881941.png,"human mind,psychology,miscellaneous,mental,alert,head,warning"
Serene,human mind,Lineal,https://cdn-icons-png.flaticon.com/512/6881/6881971.png,"serene,human mind,psychology,miscellaneous,mental,head"
Torment,human mind,Lineal,https://cdn-icons-png.flaticon.com/512/6881/6881961.png,"depression,torment,human mind,psychology,miscellaneous,mental,sad,head"
Things to do,morning routine,Lineal,https://cdn-icons-png.flaticon.com/512/6881/6881817.png,"things to do,education,list,document,note,pen"
Wash,morning routine,Lineal,https://cdn-icons-png.flaticon.com/512/6881/6881842.png,"soap,cleaning,wash,washing hands,healthcare and medical,hygiene,clean,gesture"
Newspaper,morning routine,Lineal,https://cdn-icons-png.flaticon.com/512/6881/6881832.png,"publication,computer,news report,newspaper,article,communications,blog,online,web,monitor"
Office building,morning routine,Lineal,https://cdn-icons-png.flaticon.com/512/6881/6881913.png,"commercial building,office building,architecture and city,office block,buildings,building,office"
Broom,morning routine,Lineal,https://cdn-icons-png.flaticon.com/512/6881/6881900.png,"magic broom,witch broom,spooky,miscellaneous,scary,broomstick,broom,magic"
Distributed ledger,blockchain,Lineal,https://cdn-icons-png.flaticon.com/512/6871/6871012.png,"distributed ledger,Ledger,blockchain,digital,distributed,decentralized,business and finance,distribution"
ID,blockchain,Lineal,https://cdn-icons-png.flaticon.com/512/6871/6871196.png,"staff,identify,ID,membership,journalist,id card,pass,user,card,check"
Files,blockchain,Lineal,https://cdn-icons-png.flaticon.com/512/6871/6871062.png,"business and finance,transfer data,network,information,files,system,networking,business,internet,technology"
Link,blockchain,Lineal,https://cdn-icons-png.flaticon.com/512/6871/6871137.png,"blocked,padlock,security,chain,link"
Padlock,blockchain,Lineal,https://cdn-icons-png.flaticon.com/512/6871/6871098.png,"bitcoin,block,padlock,security"
Ethereum,blockchain,Lineal,https://cdn-icons-png.flaticon.com/512/6871/6871049.png,"ethereum,crypto,blockchain,cryptocurrency,business and finance,token,coin"
Anonymity,blockchain,Lineal,https://cdn-icons-png.flaticon.com/512/6871/6871064.png,"anonymous,secret,stranger,question,person,anonymity,unknown,detective,user,security,people"
Distributed ledger,blockchain,Lineal,https://cdn-icons-png.flaticon.com/512/6871/6871006.png,"distributed ledger,distributed,blockchain,Ledger,decentralized,business and finance,distribution,digital"
Exchange,blockchain,Lineal,https://cdn-icons-png.flaticon.com/512/6871/6871136.png,"cryptocurrency,digital money,blockchain,business and finance,digital currency,bitcoin,exchange,payment,coin,dollar,money"
Cryptocurrency,blockchain,Lineal,https://cdn-icons-png.flaticon.com/512/6871/6871168.png,"blockchain,cryptocurrency,business and finance,bitcoin logo,bitcoin,electronics,payment,cash,coin,market,money"
Daisy,flowers,Lineal,https://cdn-icons-png.flaticon.com/512/6870/6870285.png,"daisy,botanical,blossom,petals,flower,nature"
Rose,flowers,Lineal,https://cdn-icons-png.flaticon.com/512/6870/6870335.png,"rose,flower,botanical,blossom,petals,nature"
Butterfly pea,flowers,Lineal,https://cdn-icons-png.flaticon.com/512/6870/6870391.png,"butterfly pea,botanical,blossom,petals,flower,nature"
Chamomile,flowers,Lineal,https://cdn-icons-png.flaticon.com/512/6870/6870331.png,"chamomile,flower,botanical,blossom,petals,nature"
Tulip,flowers,Lineal,https://cdn-icons-png.flaticon.com/512/6870/6870361.png,"botanical,tulip,blossom,petals,flower,nature"
Floral design,floral design,Lineal,https://cdn-icons-png.flaticon.com/512/6870/6870390.png,"art and design,floral art,floral design,flower,nature"
Floral design,floral design,Lineal,https://cdn-icons-png.flaticon.com/512/6870/6870182.png,"art and design,floral art,floral design,flower,nature"
Floral design,floral design,Lineal,https://cdn-icons-png.flaticon.com/512/6870/6870187.png,"art and design,floral art,floral design,flower,nature"
Floral design,floral design,Lineal,https://cdn-icons-png.flaticon.com/512/6870/6870192.png,"art and design,floral art,floral design,flower,nature"
Floral design,floral design,Lineal,https://cdn-icons-png.flaticon.com/512/6870/6870199.png,"art and design,floral art,floral design,flower,nature"
Dumbbell,feminism,Lineal,https://cdn-icons-png.flaticon.com/512/6864/6864933.png,"sports and competition,female symbol,feminism,gender symbol,training,exercise,dumbbell,gym"
Gap,feminism,Lineal,https://cdn-icons-png.flaticon.com/512/6864/6864892.png,"womens day,female symbol,feminism,Gap,miscellaneous,gender symbol"
Mountain,feminism,Lineal,https://cdn-icons-png.flaticon.com/512/6864/6864887.png,"Purpose,objective,milestones,business and finance,success,goal,aim,mountain"
Politician,feminism,Lineal,https://cdn-icons-png.flaticon.com/512/6864/6864863.png,"Politician,brown hair,caucasian,professions and jobs,candidate,user,woman,avatar"
Uterus,feminism,Lineal,https://cdn-icons-png.flaticon.com/512/6864/6864881.png,"uterus,healthcare and medical,anatomy,reproductive system,fallopian tubes,female organs,body organ"
Stop violence,womens day,Lineal,https://cdn-icons-png.flaticon.com/512/6864/6864526.png,"stop violence,no violence,empowerment,hand gesture,signaling,prohibition,forbidden"
Micro,womens day,Lineal,https://cdn-icons-png.flaticon.com/512/6864/6864649.png,"micro,news,podcast,music and multimedia,live,communications"
Hand in hand,womens day,Lineal,https://cdn-icons-png.flaticon.com/512/6864/6864572.png,"Hand in hand,no racism,hands and gestures,hand gesture,love"
Freedom,womens day,Lineal,https://cdn-icons-png.flaticon.com/512/6864/6864547.png,"freedom,weakness,broken,miscellaneous,independence,chain"
Conquer,womens day,Lineal,https://cdn-icons-png.flaticon.com/512/6864/6864580.png,"conquer,business and finance,feminism,achievement,goal,mountain"
Apple tree,nature,Lineal,https://cdn-icons-png.flaticon.com/512/6840/6840439.png,"apple tree,farming and gardening,botanical,garden,nature,fruit"
Snowflake,nature,Lineal,https://cdn-icons-png.flaticon.com/512/6840/6840356.png,"christmas,winter,snow,flake,snowflake,cold,weather,nature"
Planet earth,nature,Lineal,https://cdn-icons-png.flaticon.com/512/6840/6840370.png,"world,globe,planet earth,geography,space,nature"
Bear,nature,Lineal,https://cdn-icons-png.flaticon.com/512/6840/6840446.png,"bear,zoology,fauna,wildlife,zoo,animals"
Tiger,nature,Lineal,https://cdn-icons-png.flaticon.com/512/6840/6840411.png,"tiger,zoology,cultures,fauna,zodiac,animal kingdom,wildlife,zoo,animals"
Tasty,miscellany food,Lineal,https://cdn-icons-png.flaticon.com/512/6836/6836044.png,"delicious,tasty,tongue,mouth,food and restaurant"
Brownie,miscellany food,Lineal,https://cdn-icons-png.flaticon.com/512/6831/6831574.png,"brownie,chocolate,sweet,food and restaurant,dessert,bakery"
Vanilla,miscellany food,Lineal,https://cdn-icons-png.flaticon.com/512/6831/6831583.png,"aroma,vanilla,food and restaurant,aromatic,essential,therapy,scent,plant,flower"
Food waste,miscellany food,Lineal,https://cdn-icons-png.flaticon.com/512/6836/6836034.png,"waste,food waste,food and restaurant,rubbish,container,trash,bin,food"
Roll out,miscellany food,Lineal,https://cdn-icons-png.flaticon.com/512/6831/6831563.png,"rolling pin,roll out,food and restaurant,flour,cooking,bread"
No light,earth hour,Lineal,https://cdn-icons-png.flaticon.com/512/6812/6812339.png,"no light,signaling,light bulb,prohibition,forbidden,sign"
Eco,earth hour,Lineal,https://cdn-icons-png.flaticon.com/512/6812/6812343.png,"leaf,green power,ecology and environment,electronics,eco,plug,energy"
Unplug,earth hour,Lineal,https://cdn-icons-png.flaticon.com/512/6812/6812311.png,"unplug,ui,off,interface,monitor,computer"
One hour,earth hour,Lineal,https://cdn-icons-png.flaticon.com/512/6812/6812285.png,"one hour,time and date,time,clock"
Global warming,earth hour,Lineal,https://cdn-icons-png.flaticon.com/512/6812/6812314.png,"ecology and environment,global warming,ecology,thermometer,temperature,hot,world,weather"
Paddle tennis racket,miscellany sport games,Lineal,https://cdn-icons-png.flaticon.com/512/6814/6814699.png,"paddle tennis racket,sport,paddle,sports and competition,tennis racket,equipment,competition,game"
Level up,miscellany sport games,Lineal,https://cdn-icons-png.flaticon.com/512/6814/6814705.png,"level up,arcade game,video game,gaming"
Hurdle,miscellany sport games,Lineal,https://cdn-icons-png.flaticon.com/512/6811/6811472.png,"hurdle,sports and competition,athlete,competition,sport,people"
Vs,miscellany sport games,Lineal,https://cdn-icons-png.flaticon.com/512/6814/6814697.png,"competitor,vs,debate,versus,candidates,gaming,user"
Dog competition,miscellany sport games,Lineal,https://cdn-icons-png.flaticon.com/512/6814/6814693.png,"dog competition,owner,contest,pet,gaming,ball,animals,dog"
Food waste,zero waste,Lineal,https://cdn-icons-png.flaticon.com/512/6794/6794978.png,"food waste,ecology and environment,organic,ecology,rubbish,garbage,trash"
Wooden chair,zero waste,Lineal,https://cdn-icons-png.flaticon.com/512/6795/6795013.png,"furniture and household,wooden chair,recycling,furniture"
Compost,zero waste,Lineal,https://cdn-icons-png.flaticon.com/512/6795/6795102.png,"compost,seeding,ecology and environment,farming"
Detergent,zero waste,Lineal,https://cdn-icons-png.flaticon.com/512/6794/6794926.png,"detergent,miscellaneous,laundry,washing"
Tea bag,zero waste,Lineal,https://cdn-icons-png.flaticon.com/512/6794/6794929.png,"tea bag,food and restaurant,food,drink"
Cloud,music streaming,Lineal,https://cdn-icons-png.flaticon.com/512/6792/6792263.png,"online music,ui,music and multimedia,streaming,headphones,cloud,music"
Live music,music streaming,Lineal,https://cdn-icons-png.flaticon.com/512/6792/6792273.png,"live music,music and multimedia,streaming,monitor,computer"
Smartphone,music streaming,Lineal,https://cdn-icons-png.flaticon.com/512/6792/6792244.png,"music and multimedia,cell phone,mobile phone,smartphone,hand,app,music"
Global,music streaming,Lineal,https://cdn-icons-png.flaticon.com/512/6792/6792281.png,"music and multimedia,Broadcast,worlwide,earth grid,global,world,music"
Smartphone,music streaming,Lineal,https://cdn-icons-png.flaticon.com/512/6792/6792222.png,"music and multimedia,cell phone,streaming,mobile phone,smartphone"
Billboard,outdoor advertising,Lineal,https://cdn-icons-png.flaticon.com/512/6776/6776768.png,"banner,Advertisement,promotion,outdoor,billboard,advertising,marketing"
Rooftop,outdoor advertising,Lineal,https://cdn-icons-png.flaticon.com/512/6776/6776838.png,"rooftop,architecture and city,ads,Advertisement,advertising,banner,board,building,marketing,signboard"
Mupi,outdoor advertising,Lineal,https://cdn-icons-png.flaticon.com/512/6776/6776854.png,"Advertisement,promotion,outdoor,advertising,banner,marketing"
Rollup,outdoor advertising,Lineal,https://cdn-icons-png.flaticon.com/512/6776/6776856.png,"rollup,advertising,Advertisement,promotion,outdoor,banner,marketing,flag"
Streetlight,outdoor advertising,Lineal,https://cdn-icons-png.flaticon.com/512/6776/6776845.png,"architecture and city,ads,streetlight,Advertisement,promotion,outdoor,advertising,marketing"
Church,wedding,Lineal,https://cdn-icons-png.flaticon.com/512/6776/6776077.png,"church,cultures,architecture and city,christianity,chapel,religion,building"
Champagne glass,wedding,Lineal,https://cdn-icons-png.flaticon.com/512/6775/6775978.png,"champagne glass,food and restaurant,celebration,alcoholic,pyramid,alcohol,party,drink"
Groom,wedding,Lineal,https://cdn-icons-png.flaticon.com/512/6775/6775962.png,"caucasian,love and romance,black hair,groom,user,wedding,elegant,avatar,man"
High heel,wedding,Lineal,https://cdn-icons-png.flaticon.com/512/6775/6775970.png,"fashion,high heel,footwear,shoes"
Turntable,wedding,Lineal,https://cdn-icons-png.flaticon.com/512/6775/6775983.png,"dj mixer,music and multimedia,vinyl disc,turntable,music player,electronics"
Smileys,talent management,Lineal,https://cdn-icons-png.flaticon.com/512/6779/6779910.png,"feedback,smileys,review,negative,positive,like,dislike,marketing"
Recruitment,talent management,Lineal,https://cdn-icons-png.flaticon.com/512/6771/6771910.png,"potential,recruitment,talent,professions and jobs,human resources,employment,magnifying glass,star,search"
Talent pool,talent management,Lineal,https://cdn-icons-png.flaticon.com/512/6771/6771927.png,"talent pool,business and finance,candidates,job,briefcase,business"
Quality,talent management,Lineal,https://cdn-icons-png.flaticon.com/512/6771/6771893.png,"medal,premium quality,best product,shapes and symbols,emblem,badge,quality,award,star"
Mobility,talent management,Lineal,https://cdn-icons-png.flaticon.com/512/6779/6779906.png,"mobility,maps and location,location pin,map point,placeholder"
Stone,prehistoric,Lineal,https://cdn-icons-png.flaticon.com/512/6766/6766260.png,"stone,rock,nature"
Shield,prehistoric,Lineal,https://cdn-icons-png.flaticon.com/512/6766/6766287.png,"defense,protection,weapon,security,shield"
Venus of willendorf,prehistoric,Lineal,https://cdn-icons-png.flaticon.com/512/6766/6766417.png,"venus of willendorf,cultures,art and design,stone age,prehistoric,sculpture"
Agriculture,prehistoric,Lineal,https://cdn-icons-png.flaticon.com/512/6766/6766590.png,"farmland,agriculture,field,farming and gardening,countryside,farm,nature"
