Mediator,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150780.png,"mediator,group,collaboration,woman,caucasian,network,communications,user,girl,networking"
Disagree,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150681.png,"Disagree,cross mark,not accept,disapprove,signaling,signal,signboard,sign"
Location,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150735.png,"location,map marker,map location,my location,visit,person placeholder,maps and location,map pointer,map point,placeholder,user,pin"
Disagree,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150787.png,"Disagree,not accept,disapprove,No,signaling,signal,signboard,sign"
Video call,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150802.png,"video call,online meeting,smartphone,girl,online communication,online conference,electronics,communications,user,speech bubble,woman"
Agree,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150694.png,"agree,tick,check mark,accept,approve,signaling,signal,signboard,sign"
Video call,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150668.png,"video call,online meeting,online communication,online conference,girl,electronics,communications,user,tablet,woman"
Translate,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150650.png,"translate,dialogue,education,language,conversation,communications,speech bubble"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150905.png,"discussion,table,conference,meeting,girl,caucasian,afro,user,boy,avatar"
Smarphone,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150712.png,"transfer,smarphone,arrow,mobile phone,ui,electronics,cellphone"
Chat bubble,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150751.png,"question,dialogue,answer,conversation,speech bubble,talk,chat bubble,inquiry,communications"
Opinion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150816.png,"review,opinion,chat box,marketing,feedback,communications,user,speech bubble"
Chat,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150725.png,"conversation,communications,message,online communication,chat bubble,electronics,chat,speech bubble,tablet"
Online meeting,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150641.png,"online meeting,group,online conference,video call,team work,communications,online communication,electronics,user,laptop"
Video conference,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150933.png,"online meeting,online communication,video call,laptop,online conference,video conference,electronics,communications,user"
Network,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150839.png,"global,globe,worldwide,network,user,networking,world"
Agree,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150890.png,"agree,yes,accept,signaling,approve,signal,signboard,sign"
Laptop,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150852.png,"video camera,speech bubble,video call,communications,online communication,electronics,conversation,website,laptop"
Coffee break,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150688.png,"mug,coffee break,communications,food and restaurant,beverage,saucer,speech bubble,drink,cup"
Love,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150858.png,"love,question,heart,girl,caucasian,communications,user,boy,speech bubble"
Talk,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150757.png,"online meeting,online communication,online conference,video call,electronics,communications,user,talk,girl,woman,laptop"
Chat,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150653.png,"smartphone,message,chat bubble,communications,online communication,electronics,conversation,mobile phone,chat,speech bubble"
Mail,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150871.png,"email,send,arrow,mail,message,receive,communications,envelope"
Call,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150881.png,"accept,smartphone,decline,mobile phone,electronics,communications,user,ring,call"
Phone call,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150824.png,"telephone,phone call,conversation,message,communications,receiver,speech bubble"
Conference,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150660.png,"globe,global,conference,conversation,communications,speech bubble,world"
Conversation,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150677.png,"discussion,dialogue,conversation,speech bubble,talk,communications,speech"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150664.png,"discussion,browser,internet,online communication,conversation,communications,web page,website,user"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150659.png,"discussion,woman,brown hair,caucasian,debate,conversation,communications,user,speech bubble,girl"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150672.png,"email,discussion,message,mail,conversation,communications,speech bubble,envelope"
Question,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150831.png,"question mark,question,help,speech bubble,electronics,communications,tablet"
Video call,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150896.png,"video call,online meeting,communications,tablet,online communication,online conference,electronics,user,boy,man"
